"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"29451",25713,1168,2006-08-21,12,133
"29452",20210,928,2006-07-28,10,157
"29453",36008,665,2006-08-17,10,137
"29454",14900,1162,2006-07-13,12,172
"29455",35188,1099,2005-07-17,9,533
"29456",21447,673,2006-09-24,9,99
"29457",38010,450,2006-12-24,5,8
"29458",5286,416,2005-11-29,6,398
"29459",9252,792,2006-06-28,9,187
"29460",37309,604,2006-12-19,9,13
"29461",8465,637,2006-06-10,7,205
"29462",22022,666,2006-03-03,9,304
"29463",29917,723,2006-06-28,9,187
"29464",38546,978,2006-09-15,9,108
"29465",30190,821,2006-09-12,10,111
"29466",13087,933,2006-12-25,8,7
"29467",3033,861,2006-09-23,10,100
"29468",12941,806,2006-08-19,9,135
"29469",1201,759,2006-01-17,8,349
"29470",14311,1300,2006-10-06,13,87
"29471",24938,1416,2006-12-25,15,7
"29472",11168,738,2005-12-15,8,382
"29473",1923,1259,2006-09-13,9,110
"29474",24781,894,2006-05-11,8,235
"29475",33880,1737,2006-11-21,17,41
"29476",39659,785,2006-07-26,7,159
"29477",18961,1262,2006-07-30,11,155
"29478",33946,972,2006-07-27,11,158
"29479",11060,1173,2006-08-20,10,134
"29480",20498,839,2006-02-13,7,322
"29481",4751,1864,2006-11-08,17,54
"29482",8306,1073,2006-07-20,11,165
"29483",23954,635,2006-07-26,8,159
"29484",12438,869,2006-06-13,9,202
"29485",19892,847,2006-08-25,11,129
"29486",20020,1292,2006-07-22,13,163
"29487",35690,1239,2006-01-16,12,350
"29488",29700,1285,2006-10-21,14,72
"29489",15178,991,2006-09-19,12,104
"29490",14387,678,2006-08-15,8,139
"29491",33647,880,2006-08-18,11,136
"29492",12005,704,2006-05-14,8,232
"29493",33289,765,2005-08-11,7,508
"29494",2389,868,2006-09-21,8,102
"29495",38015,1776,2006-10-02,15,91
"29496",9865,1193,2006-01-17,11,349
"29497",13413,1033,2006-08-04,8,150
"29498",15270,724,2006-04-30,9,246
"29499",10052,543,2006-01-23,7,343
"29500",2710,408,2006-07-29,6,156
"29501",22937,353,2005-08-08,3,511
"29502",39320,668,2006-01-15,10,351
"29503",3964,1320,2006-12-28,14,4
"29504",32717,1263,2006-12-28,12,4
"29505",16332,958,2006-09-25,10,98
"29506",31266,1018,2006-08-24,10,130
"29507",31536,1525,2006-11-17,16,45
"29508",23879,962,2005-09-14,10,474
"29509",4805,418,2006-04-12,4,264
"29510",31888,523,2006-08-29,7,125
"29511",28518,1086,2006-06-10,10,205
"29512",39837,653,2006-09-02,7,121
"29513",34757,285,2005-11-23,3,404
"29514",3845,653,2006-11-15,8,47
"29515",16971,549,2005-08-19,6,500
"29516",2990,1421,2006-10-18,16,75
"29517",17986,1217,2006-08-27,9,127
"29518",29741,1293,2006-06-27,12,188
"29519",22290,1440,2006-04-20,17,256
"29520",31349,586,2006-07-20,8,165
"29521",13934,1542,2006-08-07,14,147
"29522",2984,1144,2006-09-27,10,96
"29523",34404,537,2006-05-12,7,234
"29524",14324,1142,2006-07-31,10,154
"29525",11617,519,2005-09-24,6,464
"29526",21234,1165,2006-09-11,13,112
"29527",35271,1540,2006-03-19,16,288
"29528",11020,928,2006-07-30,8,155
"29529",14954,886,2005-11-17,9,410
"29530",12179,437,2006-08-04,7,150
"29531",8715,1398,2006-05-01,14,245
"29532",2646,1032,2006-08-12,10,142
"29533",21038,484,2006-11-04,6,58
"29534",9211,1340,2006-11-19,12,43
"29535",32013,1070,2006-11-14,10,48
"29536",33909,1246,2006-08-24,11,130
"29537",9371,465,2006-11-12,8,50
"29538",6717,1393,2006-09-11,12,112
"29539",22165,1247,2006-09-07,15,116
"29540",35456,680,2006-08-19,11,135
"29541",8992,532,2006-06-05,6,210
"29542",14168,648,2006-09-02,4,121
"29543",5067,560,2006-12-14,5,18
"29544",34802,1191,2006-08-23,10,131
"29545",14811,678,2006-07-29,8,156
"29546",21419,1006,2006-06-13,12,202
"29547",31190,1503,2006-11-24,13,38
"29548",15554,609,2006-02-01,6,334
"29549",37260,628,2005-09-19,6,469
"29550",14821,1207,2006-08-17,13,137
"29551",29992,1415,2006-12-01,11,31
"29552",7167,878,2006-03-29,9,278
"29553",29869,363,2005-06-01,4,579
"29554",13907,873,2005-08-26,7,493
"29555",7522,819,2006-10-03,11,90
"29556",260,1121,2006-08-07,13,147
"29557",31694,837,2005-11-09,12,418
"29558",2357,1070,2006-05-24,11,222
"29559",21067,1087,2006-11-01,10,61
"29560",37984,917,2006-10-29,9,64
"29561",37069,864,2006-12-10,9,22
"29562",10431,1291,2006-08-26,12,128
"29563",23759,1392,2005-12-13,15,384
"29564",12028,995,2006-10-12,12,81
"29565",36200,778,2005-09-12,9,476
"29566",22420,874,2006-06-05,8,210
"29567",6682,480,2006-07-06,4,179
"29568",14385,761,2006-03-30,9,277
"29569",32912,702,2006-10-31,7,62
"29570",2723,1300,2006-07-13,10,172
"29571",34848,1048,2005-10-26,11,432
"29572",30279,1063,2006-08-12,7,142
"29573",23916,357,2005-11-13,4,414
"29574",4147,745,2006-05-13,7,233
"29575",38585,863,2006-06-04,10,211
"29576",13721,1091,2006-08-22,10,132
"29577",1147,293,2005-05-07,5,604
"29578",11772,625,2006-06-12,8,203
"29579",39366,1379,2006-08-24,15,130
"29580",38246,1033,2006-06-13,11,202
"29581",16037,990,2006-10-16,9,77
"29582",16350,843,2006-05-30,8,216
"29583",24982,1327,2006-01-07,10,359
"29584",18914,521,2006-01-24,5,342
"29585",2435,706,2006-10-10,8,83
"29586",17791,197,2006-03-04,4,303
"29587",8503,1617,2006-07-18,16,167
"29588",11069,889,2006-02-13,8,322
"29589",27451,1107,2006-07-11,12,174
"29590",28495,1336,2006-09-28,12,95
"29591",18056,1273,2006-07-25,11,160
"29592",12295,658,2006-03-28,9,279
"29593",17132,904,2006-04-13,10,263
"29594",10438,1115,2006-10-12,10,81
"29595",26512,1087,2006-11-21,12,41
"29596",6071,559,2006-10-01,5,92
"29597",16788,841,2006-07-20,11,165
"29598",12686,851,2006-10-20,9,73
"29599",19454,373,2005-11-10,4,417
"29600",37506,1023,2006-09-08,9,115
"29601",38554,935,2006-09-27,9,96
"29602",8158,1661,2006-07-09,16,176
"29603",26541,1327,2006-07-29,12,156
"29604",15510,1303,2006-06-08,11,207
"29605",2353,540,2006-12-01,7,31
"29606",13906,1386,2006-01-13,11,353
"29607",28857,537,2005-12-01,9,396
"29608",11655,341,2006-06-26,7,189
"29609",33890,973,2006-08-06,7,148
"29610",8432,1394,2006-07-17,12,168
"29611",10260,678,2006-09-28,6,95
"29612",37875,526,2006-03-11,6,296
"29613",37063,1053,2006-11-27,11,35
"29614",33980,883,2006-12-16,9,16
"29615",12094,1198,2006-04-19,14,257
"29616",7678,857,2006-07-16,11,169
"29617",7677,712,2005-10-31,8,427
"29618",37008,1172,2006-12-24,14,8
"29619",17590,658,2006-09-17,8,106
"29620",5898,857,2005-08-29,9,490
"29621",33224,1941,2006-11-03,15,59
"29622",24443,357,2005-09-25,4,463
"29623",20194,1099,2006-11-06,10,56
"29624",9,1097,2006-05-02,9,244
"29625",34037,775,2006-08-14,9,140
"29626",27983,1255,2006-09-12,12,111
"29627",38209,1159,2006-04-30,9,246
"29628",2334,1427,2006-10-01,16,92
"29629",30223,295,2005-09-14,3,474
"29630",5043,492,2006-05-01,7,245
"29631",39428,446,2006-09-24,7,99
"29632",9682,966,2006-07-03,10,182
"29633",10164,999,2006-01-24,12,342
"29634",26872,960,2006-07-09,14,176
"29635",13344,1192,2006-05-05,13,241
"29636",27252,1215,2006-11-23,13,39
"29637",38885,448,2006-11-10,4,52
"29638",19144,566,2006-04-30,6,246
"29639",26131,935,2006-10-03,9,90
"29640",2245,835,2006-11-29,9,33
"29641",1954,1134,2006-07-04,10,181
"29642",28850,1086,2006-05-04,8,242
"29643",113,960,2006-12-16,10,16
"29644",18345,1018,2005-12-09,10,388
"29645",18571,949,2006-09-22,15,101
"29646",37813,1263,2006-08-22,9,132
"29647",4198,471,2006-10-22,6,71
"29648",36491,1111,2006-11-10,14,52
"29649",39276,774,2006-08-03,8,151
"29650",31815,1285,2005-12-15,10,382
"29651",17016,1395,2006-06-13,12,202
"29652",35952,1457,2006-12-14,11,18
"29653",171,628,2006-10-10,7,83
"29654",30312,1154,2006-07-12,11,173
"29655",28224,460,2006-09-23,6,100
"29656",19452,488,2006-09-14,8,109
"29657",11120,608,2005-10-15,8,443
"29658",4056,1578,2006-09-17,14,106
"29659",3834,833,2006-08-29,8,125
"29660",15295,1108,2006-08-07,8,147
"29661",15142,793,2006-07-24,8,161
"29662",17894,1570,2006-12-30,15,2
"29663",832,532,2006-07-19,5,166
"29664",20378,1081,2005-09-01,12,487
"29665",29116,719,2006-05-20,6,226
"29666",34380,898,2006-06-28,9,187
"29667",18958,1374,2006-08-15,14,139
"29668",306,864,2006-08-31,9,123
"29669",13655,971,2006-07-13,11,172
"29670",12804,1059,2006-08-23,12,131
"29671",26696,971,2006-08-08,12,146
"29672",33626,1247,2006-11-18,12,44
"29673",24042,808,2006-05-28,9,218
"29674",28759,430,2006-08-18,4,136
"29675",8316,1195,2006-11-27,11,35
"29676",15186,878,2006-02-24,12,311
"29677",32615,1067,2006-06-05,10,210
"29678",11684,494,2006-07-10,6,175
"29679",6893,944,2006-10-22,9,71
"29680",21535,755,2006-11-23,9,39
"29681",28354,1272,2006-07-29,12,156
"29682",33260,368,2006-09-05,5,118
"29683",33242,948,2005-08-26,9,493
"29684",10267,746,2006-09-09,9,114
"29685",9446,1243,2006-03-06,9,301
"29686",17243,545,2006-08-12,6,142
"29687",22454,396,2005-11-09,3,418
"29688",22695,544,2006-05-28,8,218
"29689",34369,1073,2006-03-31,10,276
"29690",15297,921,2006-08-14,9,140
"29691",28886,891,2006-01-23,10,343
"29692",17401,1080,2006-05-24,11,222
"29693",28174,487,2005-10-03,7,455
"29694",31467,132,2005-05-23,2,588
"29695",3366,840,2006-11-02,8,60
"29696",30955,1106,2006-10-25,9,68
"29697",1890,1130,2006-03-06,10,301
"29698",24422,1129,2006-05-29,11,217
"29699",32212,1722,2006-10-21,14,72
"29700",27409,951,2006-10-31,13,62
"29701",31156,749,2006-12-17,7,15
"29702",16086,984,2006-11-07,9,55
"29703",4379,776,2006-08-15,9,139
"29704",33275,1437,2006-03-30,13,277
"29705",23791,795,2006-09-14,9,109
"29706",39812,1131,2006-07-08,10,177
"29707",6150,645,2006-08-24,5,130
"29708",35608,976,2005-11-15,8,412
"29709",28670,898,2006-08-28,9,126
"29710",35698,438,2006-05-24,7,222
"29711",35026,355,2006-07-19,7,166
"29712",27099,844,2006-08-18,9,136
"29713",8016,948,2006-04-13,10,263
"29714",1316,1283,2006-12-26,13,6
"29715",30171,1323,2006-09-07,11,116
"29716",5082,588,2006-05-28,7,218
"29717",29645,746,2006-07-23,11,162
"29718",19183,442,2006-09-10,5,113
"29719",5701,274,2005-09-30,4,458
"29720",28879,461,2006-09-09,6,114
"29721",20388,885,2006-08-20,9,134
"29722",11150,1318,2006-08-24,15,130
"29723",33580,981,2006-07-29,9,156
"29724",26348,634,2005-10-03,6,455
"29725",22297,772,2006-08-15,10,139
"29726",13754,567,2005-07-16,6,534
"29727",12984,1023,2006-04-21,8,255
"29728",8226,767,2006-08-30,9,124
"29729",3222,791,2006-06-13,9,202
"29730",25735,849,2006-09-10,9,113
"29731",26208,895,2006-11-28,7,34
"29732",34212,700,2006-07-13,5,172
"29733",19347,1218,2006-03-02,13,305
"29734",18381,688,2006-01-05,10,361
"29735",3098,349,2006-10-08,5,85
"29736",15754,1147,2006-08-07,11,147
"29737",5881,600,2005-07-23,6,527
"29738",4896,1272,2006-09-08,11,115
"29739",1093,611,2006-08-18,6,136
"29740",16104,1276,2006-11-15,14,47
"29741",27963,1343,2006-12-19,11,13
"29742",11400,220,2005-10-20,3,438
"29743",12249,327,2006-04-30,3,246
"29744",267,901,2006-03-31,10,276
"29745",2503,1474,2006-05-21,13,225
"29746",37751,850,2006-02-16,12,319
"29747",1245,606,2006-10-13,7,80
"29748",21608,425,2006-11-11,7,51
"29749",36637,851,2006-07-30,9,155
"29750",30423,1261,2006-11-15,13,47
"29751",11408,669,2006-05-12,5,234
"29752",2082,407,2005-11-01,8,426
"29753",24193,668,2005-12-08,8,389
"29754",4122,992,2006-09-02,8,121
"29755",18027,1077,2006-10-18,11,75
"29756",20486,1038,2006-05-06,10,240
"29757",22997,737,2006-04-16,7,260
"29758",35082,1009,2006-11-16,10,46
"29759",29368,535,2006-08-17,8,137
"29760",15651,1023,2006-09-07,11,116
"29761",27249,1367,2006-10-15,15,78
"29762",3219,223,2004-12-22,2,740
"29763",14531,1008,2006-01-05,12,361
"29764",1908,483,2006-08-05,9,149
"29765",3616,1028,2005-09-18,10,470
"29766",6057,932,2006-08-12,9,142
"29767",28107,1912,2006-06-06,17,209
"29768",16252,1245,2006-09-13,13,110
"29769",33758,1196,2005-12-15,11,382
"29770",36464,711,2006-10-22,10,71
"29771",22367,374,2005-02-23,6,677
"29772",1974,1009,2006-07-16,8,169
"29773",33472,613,2006-07-08,8,177
"29774",13706,1225,2005-11-16,12,411
"29775",8653,521,2006-03-30,7,277
"29776",4544,1146,2006-09-16,13,107
"29777",4500,798,2006-07-10,10,175
"29778",4548,1249,2006-10-19,13,74
"29779",11116,1094,2006-08-10,10,144
"29780",19230,664,2006-12-11,8,21
"29781",3465,548,2006-08-06,7,148
"29782",30299,1089,2006-09-24,13,99
"29783",8441,1092,2006-11-21,10,41
"29784",12317,537,2006-07-19,6,166
"29785",16844,401,2006-10-06,6,87
"29786",21059,807,2006-12-16,13,16
"29787",6328,1306,2006-05-31,12,215
"29788",320,595,2006-10-24,7,69
"29789",2586,756,2005-06-07,6,573
"29790",28851,537,2006-08-19,7,135
"29791",23399,1104,2006-03-02,12,305
"29792",16602,620,2006-03-25,8,282
"29793",15616,1131,2006-05-31,11,215
"29794",543,545,2005-10-03,6,455
"29795",35619,1234,2006-07-28,11,157
"29796",34396,1208,2006-08-13,11,141
"29797",5435,1235,2006-11-01,10,61
"29798",27841,806,2006-09-28,8,95
"29799",13622,1229,2006-05-01,13,245
"29800",607,983,2006-03-26,8,281
"29801",26119,1022,2006-06-19,8,196
"29802",11515,1257,2006-07-30,13,155
"29803",14535,260,2006-06-23,4,192
"29804",3091,756,2006-12-12,5,20
"29805",16574,740,2006-06-21,9,194
"29806",20872,1219,2005-11-22,12,405
"29807",15066,930,2006-04-16,11,260
"29808",37375,502,2006-06-05,5,210
"29809",30024,1381,2006-12-28,15,4
"29810",21574,548,2005-10-13,8,445
"29811",30976,571,2006-03-06,4,301
"29812",19593,1213,2006-07-30,12,155
"29813",39761,1151,2006-11-05,12,57
"29814",175,345,2006-02-28,3,307
"29815",10303,1093,2006-11-21,14,41
"29816",33255,921,2006-06-02,10,213
"29817",18909,1046,2005-10-05,8,453
"29818",8340,877,2006-10-07,9,86
"29819",22042,315,2006-05-14,5,232
"29820",6701,1163,2006-09-10,11,113
"29821",22236,1318,2006-07-13,12,172
"29822",8737,806,2006-12-06,8,26
"29823",8450,1022,2006-09-29,11,94
"29824",16210,570,2005-12-11,7,386
"29825",14639,1439,2006-08-17,16,137
"29826",9374,1891,2006-12-04,16,28
"29827",34633,888,2006-12-22,10,10
"29828",10316,924,2006-08-30,9,124
"29829",31214,938,2006-11-29,8,33
"29830",21901,1622,2006-09-07,15,116
"29831",6335,922,2006-07-15,9,170
"29832",5180,191,2005-06-07,3,573
"29833",24150,855,2005-10-16,7,442
"29834",37248,1474,2006-10-04,14,89
"29835",5405,1106,2005-12-07,9,390
"29836",23212,395,2006-08-20,6,134
"29837",8762,194,2006-01-09,3,357
"29838",37390,624,2006-09-14,9,109
"29839",13733,1500,2006-10-26,15,67
"29840",31093,525,2006-02-07,4,328
"29841",28398,1076,2006-11-14,11,48
"29842",37205,55,2006-09-03,2,120
"29843",31370,813,2005-08-21,9,498
"29844",15307,752,2006-10-02,10,91
"29845",98,928,2006-06-11,9,204
"29846",4770,1104,2006-11-05,12,57
"29847",35473,301,2006-09-20,5,103
"29848",38201,624,2006-05-23,7,223
"29849",37393,1228,2006-10-06,11,87
"29850",19810,991,2006-11-26,15,36
"29851",497,1098,2006-10-19,12,74
"29852",6059,905,2006-08-10,8,144
"29853",23427,750,2005-07-01,11,549
"29854",4909,812,2006-07-30,10,155
"29855",28452,1106,2006-08-11,12,143
"29856",9504,315,2006-05-13,4,233
"29857",10821,641,2006-09-25,7,98
"29858",24727,1074,2006-07-04,10,181
"29859",7473,998,2006-09-12,8,111
"29860",5392,989,2006-05-31,12,215
"29861",702,967,2006-06-12,12,203
"29862",38203,1145,2006-02-10,11,325
"29863",8182,301,2005-12-12,3,385
"29864",36059,512,2006-02-04,5,331
"29865",34055,924,2006-09-19,10,104
"29866",13817,508,2005-09-24,7,464
"29867",18634,749,2006-10-18,10,75
"29868",17483,745,2006-12-25,8,7
"29869",30036,1302,2006-08-17,11,137
"29870",1229,1071,2006-04-23,8,253
"29871",19601,387,2005-12-29,6,368
"29872",10404,830,2006-10-07,12,86
"29873",17660,535,2006-03-05,5,302
"29874",15770,1288,2006-09-12,13,111
"29875",16537,1233,2006-07-25,13,160
"29876",15968,1112,2006-09-06,10,117
"29877",18155,1500,2006-10-24,13,69
"29878",24454,1283,2006-10-30,14,63
"29879",32824,801,2006-09-27,9,96
"29880",36634,1496,2006-06-16,11,199
"29881",35077,865,2006-08-10,9,144
"29882",36096,515,2006-12-07,9,25
"29883",3371,1519,2006-08-31,17,123
"29884",26150,897,2006-09-06,10,117
"29885",19944,655,2006-10-29,9,64
"29886",25310,626,2006-04-24,5,252
"29887",6886,1231,2006-11-02,12,60
"29888",32628,533,2006-11-09,9,53
"29889",3656,1239,2006-07-08,11,177
"29890",39402,1208,2006-11-17,14,45
"29891",1801,1315,2006-06-16,12,199
"29892",1558,1047,2006-05-26,9,220
"29893",339,917,2005-08-30,9,489
"29894",6858,682,2005-07-16,5,534
"29895",23114,781,2006-07-09,8,176
"29896",36132,1743,2006-08-08,17,146
"29897",36224,632,2005-11-22,6,405
"29898",3188,845,2005-09-03,8,485
"29899",37553,749,2006-05-12,9,234
"29900",17669,1005,2006-06-05,10,210
"29901",26357,777,2006-09-27,9,96
"29902",6157,597,2005-07-14,6,536
"29903",28842,810,2006-09-26,13,97
"29904",3412,1075,2006-09-16,9,107
"29905",10324,931,2006-03-10,9,297
"29906",39501,1156,2006-11-22,11,40
"29907",22664,1163,2006-10-07,12,86
"29908",17526,752,2005-09-01,10,487
"29909",39814,699,2006-06-28,6,187
"29910",36778,807,2006-05-06,8,240
"29911",29570,942,2006-05-25,12,221
"29912",18189,1659,2006-07-11,19,174
"29913",7770,693,2006-07-25,9,160
"29914",2805,661,2006-03-29,11,278
"29915",26734,1691,2006-11-22,14,40
"29916",31172,718,2006-09-22,8,101
"29917",34606,1090,2006-09-17,10,106
"29918",8236,248,2005-12-15,3,382
"29919",20222,1422,2006-08-27,13,127
"29920",8776,629,2006-08-27,8,127
"29921",1325,905,2006-08-19,8,135
"29922",30140,1542,2006-12-05,13,27
"29923",20185,737,2006-04-22,6,254
"29924",24702,1567,2006-09-08,12,115
"29925",21663,941,2006-08-17,8,137
"29926",21770,612,2006-05-16,8,230
"29927",34951,678,2006-10-17,7,76
"29928",30409,764,2006-07-06,7,179
"29929",38638,253,2006-06-19,5,196
"29930",32510,676,2005-12-22,7,375
"29931",17730,383,2006-06-07,6,208
"29932",15462,1182,2006-08-30,12,124
"29933",3933,1303,2006-11-15,16,47
"29934",11567,622,2006-11-04,7,58
"29935",4682,971,2006-09-22,10,101
"29936",34222,496,2006-10-14,7,79
"29937",8282,1349,2006-07-09,14,176
"29938",3447,667,2006-01-20,6,346
"29939",36375,394,2006-03-14,5,293
"29940",8351,682,2006-12-07,7,25
"29941",18764,984,2006-07-13,8,172
"29942",24078,830,2006-10-13,10,80
"29943",34939,468,2006-09-01,7,122
"29944",21846,806,2006-05-24,9,222
"29945",4066,919,2006-08-17,7,137
"29946",4585,1344,2006-07-22,15,163
"29947",29866,1072,2005-12-28,8,369
"29948",27772,945,2006-09-02,13,121
"29949",12531,1009,2006-08-15,10,139
"29950",14567,731,2006-11-11,7,51
"29951",14207,1912,2006-08-08,17,146
"29952",12678,1162,2006-10-03,12,90
"29953",31713,708,2006-07-13,9,172
"29954",4250,1532,2006-11-28,15,34
"29955",14384,719,2006-08-15,6,139
"29956",18140,548,2006-09-09,7,114
"29957",38907,1047,2006-10-28,14,65
"29958",2504,1048,2006-08-05,11,149
"29959",1714,233,2006-06-19,4,196
"29960",14132,1635,2006-05-27,15,219
"29961",19219,1144,2006-07-01,12,184
"29962",25479,1042,2006-03-06,15,301
"29963",1985,1336,2006-07-29,14,156
"29964",5922,179,2005-10-17,2,441
"29965",28380,427,2006-11-15,5,47
"29966",24764,604,2006-10-31,5,62
"29967",7843,699,2005-10-29,6,429
"29968",13331,1043,2006-08-10,11,144
"29969",7325,836,2006-08-15,9,139
"29970",8817,879,2006-12-05,12,27
"29971",29331,860,2006-05-14,10,232
"29972",245,727,2006-09-29,9,94
"29973",28840,1112,2006-06-07,15,208
"29974",39867,543,2006-02-04,7,331
"29975",17648,357,2005-09-10,6,478
"29976",8273,1086,2006-05-12,10,234
"29977",5738,934,2006-11-29,8,33
"29978",5334,1479,2006-10-28,15,65
"29979",36546,844,2006-10-22,10,71
"29980",15291,1141,2006-07-24,11,161
"29981",14259,1116,2006-05-02,12,244
"29982",16381,734,2006-08-25,8,129
"29983",3416,1284,2006-01-27,11,339
"29984",25838,848,2006-12-02,8,30
"29985",31881,712,2005-11-26,9,401
"29986",11651,549,2005-12-13,6,384
"29987",4798,672,2006-07-22,10,163
"29988",22014,1845,2006-07-12,16,173
"29989",24504,1304,2006-10-11,13,82
"29990",25328,1081,2006-12-06,9,26
"29991",389,1171,2006-07-17,12,168
"29992",12829,848,2006-09-29,7,94
"29993",11554,1389,2006-06-09,14,206
"29994",12290,740,2006-05-15,10,231
"29995",730,1055,2006-02-22,12,313
"29996",17120,1059,2006-07-01,10,184
"29997",37297,1267,2006-11-28,13,34
"29998",8582,1724,2006-11-23,17,39
"29999",25166,498,2006-07-25,6,160
"30000",18581,880,2006-05-18,9,228
"30001",8436,868,2006-08-03,10,151
"30002",36011,1124,2006-08-06,10,148
"30003",1664,1246,2006-06-12,12,203
"30004",20554,1312,2006-09-28,10,95
"30005",12467,660,2006-07-06,12,179
"30006",19953,944,2006-10-04,10,89
"30007",4291,1081,2006-07-11,11,174
"30008",2423,1479,2006-06-27,12,188
"30009",8379,1432,2006-10-01,13,92
"30010",3855,1493,2006-06-26,14,189
"30011",4347,440,2006-08-18,9,136
"30012",19738,860,2006-07-17,8,168
"30013",1844,511,2006-04-21,6,255
"30014",13797,1027,2006-07-22,12,163
"30015",39826,1299,2006-09-27,14,96
"30016",18638,871,2006-09-16,11,107
"30017",16033,1418,2006-10-22,12,71
"30018",37440,1104,2006-09-03,12,120
"30019",32629,662,2006-06-12,8,203
"30020",8395,703,2006-12-19,8,13
"30021",25259,1081,2006-08-26,11,128
"30022",3953,1194,2006-10-15,12,78
"30023",22820,815,2006-03-16,10,291
"30024",9402,1660,2006-12-27,16,5
"30025",34898,639,2006-10-10,7,83
"30026",11869,860,2005-11-11,9,416
"30027",10130,524,2006-08-21,5,133
"30028",19259,705,2006-07-07,9,178
"30029",33257,707,2006-08-04,5,150
"30030",38406,938,2006-06-27,10,188
"30031",21706,752,2005-08-21,9,498
"30032",17408,843,2006-09-28,10,95
"30033",39526,1270,2006-10-20,12,73
"30034",29459,664,2006-07-03,8,182
"30035",33716,814,2006-11-06,9,56
"30036",20650,1096,2006-12-03,12,29
"30037",33930,1016,2006-09-24,9,99
"30038",17049,1199,2006-07-18,11,167
"30039",24668,1152,2006-02-06,13,329
"30040",32648,741,2005-12-21,7,376
"30041",15998,996,2006-07-26,12,159
"30042",29749,666,2006-08-03,9,151
"30043",19140,940,2006-07-04,11,181
"30044",9766,557,2005-06-25,6,555
"30045",29283,615,2006-09-18,6,105
"30046",4866,914,2006-07-01,9,184
"30047",26622,878,2006-07-11,9,174
"30048",2088,514,2006-04-24,8,252
"30049",32929,873,2006-07-13,10,172
"30050",26146,688,2006-10-11,8,82
"30051",10456,509,2006-07-08,4,177
"30052",22464,1117,2006-10-14,11,79
"30053",25308,845,2006-08-22,8,132
"30054",28156,987,2006-08-29,9,125
"30055",11598,1666,2006-09-01,16,122
"30056",14310,717,2006-08-29,12,125
"30057",7555,962,2006-04-28,10,248
"30058",12655,866,2006-07-13,11,172
"30059",24267,1077,2006-06-02,14,213
"30060",27366,1071,2006-04-04,9,272
"30061",24885,859,2006-12-01,11,31
"30062",11748,607,2006-07-31,7,154
"30063",541,1085,2006-08-13,9,141
"30064",25913,977,2006-08-09,10,145
"30065",4353,1193,2006-08-28,14,126
"30066",15224,729,2006-09-25,9,98
"30067",12378,1212,2006-09-29,11,94
"30068",20319,1093,2006-03-20,12,287
"30069",12636,718,2006-12-09,8,23
"30070",16176,1024,2005-10-21,9,437
"30071",12953,1144,2006-08-17,11,137
"30072",35711,738,2006-11-09,10,53
"30073",27234,1365,2006-09-20,11,103
"30074",24013,1308,2006-09-30,16,93
"30075",35156,847,2006-06-10,11,205
"30076",7567,657,2006-03-24,6,283
"30077",14592,449,2006-06-28,5,187
"30078",24861,1011,2006-10-08,10,85
"30079",21755,958,2006-06-23,7,192
"30080",13712,651,2006-01-12,7,354
"30081",20904,659,2006-06-21,10,194
"30082",19122,589,2006-08-19,9,135
"30083",12828,1188,2006-10-03,11,90
"30084",26567,1064,2006-07-21,9,164
"30085",20088,1079,2006-11-08,16,54
"30086",15176,910,2006-10-16,9,77
"30087",18036,1160,2006-08-05,8,149
"30088",6547,728,2006-08-15,6,139
"30089",22908,929,2006-09-05,10,118
"30090",37867,1455,2006-11-17,11,45
"30091",33373,1406,2006-10-25,14,68
"30092",4921,1185,2006-07-25,9,160
"30093",30684,787,2006-12-21,10,11
"30094",7644,423,2005-08-02,4,517
"30095",7003,1399,2006-11-24,12,38
"30096",9000,1330,2006-11-14,12,48
"30097",8964,674,2005-11-10,7,417
"30098",24908,1064,2006-11-01,13,61
"30099",37193,549,2006-11-22,8,40
"30100",14155,1642,2006-07-25,15,160
"30101",26410,503,2006-07-20,8,165
"30102",14163,930,2006-04-25,9,251
"30103",30555,277,2006-08-17,5,137
"30104",9874,678,2006-06-16,6,199
"30105",32433,1120,2006-10-06,8,87
"30106",26745,559,2006-10-14,6,79
"30107",25387,465,2005-11-01,6,426
"30108",39615,1119,2005-12-03,11,394
"30109",25883,952,2006-06-26,8,189
"30110",29233,1164,2006-09-08,13,115
"30111",4623,1544,2006-10-10,15,83
"30112",21713,821,2006-08-14,13,140
"30113",5590,790,2005-10-30,6,428
"30114",4322,1741,2006-12-27,15,5
"30115",9894,532,2006-01-30,5,336
"30116",12529,598,2006-09-11,6,112
"30117",16930,920,2006-08-04,9,150
"30118",25834,1597,2006-09-14,15,109
"30119",12267,1100,2006-08-22,10,132
"30120",16611,977,2006-10-29,11,64
"30121",3756,595,2006-03-17,7,290
"30122",31724,1069,2006-09-18,11,105
"30123",2160,1104,2006-11-23,8,39
"30124",27941,999,2006-06-25,13,190
"30125",14370,1339,2006-07-24,12,161
"30126",9026,576,2005-08-30,6,489
"30127",23247,309,2006-03-18,6,289
"30128",25112,903,2005-12-19,8,378
"30129",27662,820,2006-08-03,10,151
"30130",38384,1631,2006-10-07,18,86
"30131",18913,355,2006-03-31,7,276
"30132",37671,1025,2006-04-02,11,274
"30133",10003,732,2006-07-11,10,174
"30134",13291,757,2006-08-01,7,153
"30135",39003,1038,2006-05-29,13,217
